CampaignID,Accepted,Rejected,TotalLeads,IORate,Scrub,IOMaxScrub,Payout,Revenue,RevPerPost,Profit
20884,1,0,1,$1.75 ,0.00%,0.00%,$0.00 ,$1.75 ,$1.75 ,$1.75 
21649,1,0,1,$1.75 ,0.00%,0.00%,$0.00 ,$1.75 ,$1.75 ,$1.75 
21700,1,0,1,$1.50 ,0.00%,0.00%,$1.05 ,$1.50 ,$1.50 ,$0.45 
21728,5,0,5,$20.00 ,99.00%,0.00%,$0.55 ,$1.00 ,$0.20 ,$0.45 
21428,3,0,3,$0.33 ,0.00%,0.00%,$0.60 ,$0.99 ,$0.33 ,$0.39 
9089,62,0,62,$0.03 ,0.00%,0.00%,$0.00 ,$0.62 ,$0.01 ,$0.62 
22288,21,526,547,$0.01 ,0.00%,10.00%,$0.00 ,$0.21 ,$0.00 ,$0.21 
12099,"4,881",0,"4,881",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
13013,405,0,405,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
14905,"2,617",0,"2,617",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15089,"1,298",4,"1,302",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15522,3,0,3,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15534,"2,638",0,"2,638",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15544,1,0,1,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15565,481,0,481,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15566,381,10,391,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15571,"9,516",0,"9,516",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15888,"2,986",0,"2,986",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15904,"1,523",0,"1,523",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15931,"3,668",2,"3,670",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15932,"1,029",0,"1,029",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
15948,905,0,905,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
16042,"2,137",0,"2,137",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
16046,"1,953",253,"2,206",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
16056,820,0,820,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
16630,320,0,320,$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
20548,"9,862",179,"10,041",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
20619,"7,076",54,"7,130",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
21167,"7,825",21,"7,846",$0.00 ,0.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
14862,1,0,1,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
16329,"15,294",0,"15,294",$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
18131,1,0,1,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
18627,"5,722",0,"5,722",$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
18883,"1,453",0,"1,453",$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
18884,"3,538",0,"3,538",$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
18902,"18,286",0,"18,286",$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
19346,158,0,158,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
19716,209,0,209,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
19821,"2,023",0,"2,023",$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
19822,"2,117",0,"2,117",$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
21842,562,0,562,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
21858,234,0,234,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
22087,65,17,82,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
22143,4,1,5,$0.00 ,100.00%,100.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
14218,"2,800",0,"2,800",$0.30 ,34.00%,0.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
22114,0,3,3,$0.55 ,15.00%,10.00%,$0.00 ,$0.00 ,$0.00 ,$0.00 
